Drug Name,Drug ID,Cell Line Name,Cosmic ID,TCGA Classification,Tissue,Tissue Sub-type,IC50,AUC,Max Conc,RMSE,Z score,Dataset Version
"Camptothecin","1003","NCI-H522","905944","LUAD","lung","lung_NSCLC_adenocarcinoma","-1.0338934035945881",".94164861003079792",".10000000000000001",".071979415399459859",".66535622898465774","GDSC2"
"Camptothecin","1003","A549","905949","LUAD","lung","lung_NSCLC_adenocarcinoma","-3.209889507225431",".77664107315907027",".10000000000000001",".10704628826416354","-.51789604253763322","GDSC2"
"Camptothecin","1003","NCI-H322M","905967","LUAD","lung","lung_NSCLC_adenocarcinoma","-.94054757182285231",".91557769792672661",".10000000000000001",".078951509210656703",".71611535823895456","GDSC2"
"Camptothecin","1003","EKVX","905970","LUAD","lung","lung_NSCLC_adenocarcinoma","1.0354291230037553",".95047988553448737",".10000000000000001",".080580877113934801","1.7906020766330728","GDSC2"
"Camptothecin","1003","HOP-62","905972","LUAD","lung","lung_NSCLC_adenocarcinoma","-2.5594228264984364",".81451149283655921",".10000000000000001",".093838859889989204","-.16418852613375515","GDSC2"
"Camptothecin","1003","ABC-1","906791","LUAD","lung","lung_NSCLC_adenocarcinoma","-2.387423497427724",".8445139174664209",".10000000000000001",".11179024771142525","-.070659591737392183","GDSC2"
"Camptothecin","1003","COR-L105","906805","LUAD","lung","lung_NSCLC_adenocarcinoma",".6757696698673844",".95053044993064173",".10000000000000001",".079006048489344588","1.5950282591119946","GDSC2"
"Camptothecin","1003","LC-2-ad","907786","LUAD","lung","lung_NSCLC_adenocarcinoma","-3.9908368529066096",".72266622003108072",".10000000000000001",".12720914125858207","-.9425556819435521","GDSC2"
"Camptothecin","1003","NCI-H441","908460","LUAD","lung","lung_NSCLC_adenocarcinoma","-.84002221603857119",".85513897537305206",".10000000000000001",".08858750299419732",".77077853313107103","GDSC2"
"Camptothecin","1003","NCI-H1793","908463","LUAD","lung","lung_NSCLC_adenocarcinoma","-1.5690893691441048",".84683009294220524",".10000000000000001",".1151688047042483",".37433004521100066","GDSC2"
"Camptothecin","1003","NCI-H358","908465","LUAD","lung","lung_NSCLC_adenocarcinoma","-.8662917219685361",".89983060085804756",".10000000000000001",".074343367716223477",".75649383266146386","GDSC2"
"Camptothecin","1003","NCI-H1573","908472","LUAD","lung","lung_NSCLC_adenocarcinoma","1.4082863913779589",".9882239266546331",".10000000000000001",".056200706296531719","1.993352536076092","GDSC2"
"Camptothecin","1003","NCI-H1666","908473","LUAD","lung","lung_NSCLC_adenocarcinoma","-1.274583995087671",".86677270031811948",".10000000000000001",".098632658181321789",".53447470367171079","GDSC2"
"Camptothecin","1003","NCI-H1755","908475","LUAD","lung","lung_NSCLC_adenocarcinoma","-.74229068202743376",".92790318101110048",".10000000000000001",".066728890836521185",".82392249760098857","GDSC2"
"Camptothecin","1003","NCI-H1993","908476","LUAD","lung","lung_NSCLC_adenocarcinoma","-1.4977712349659464",".90071729072431073",".10000000000000001",".067984777845544048",".41311106330484271","GDSC2"
"Camptothecin","1003","SK-LU-1","909721","LUAD","lung","lung_NSCLC_adenocarcinoma","-2.2748609431303621",".80433304865314326",".10000000000000001",".10234846393613377","-.0094508892776472252","GDSC2"
"Camptothecin","1003","NCI-H838","910399","LUAD","lung","lung_NSCLC_adenocarcinoma","-1.324837337699059",".92866609205415407",".10000000000000001",".053928750063545354",".507148192517902","GDSC2"
"Camptothecin","1003","NCI-H1651","910900","LUAD","lung","lung_NSCLC_adenocarcinoma","-3.3035432228540169",".79017905195056015",".10000000000000001",".093533961994640369","-.56882259133481194","GDSC2"
"Camptothecin","1003","RERF-LC-MS","910931","LUAD","lung","lung_NSCLC_adenocarcinoma","-3.8474777977118495",".73480101661273367",".10000000000000001",".10561853852685625","-.86460061234602537","GDSC2"
"Camptothecin","1003","NCI-H1975","924244","LUAD","lung","lung_NSCLC_adenocarcinoma","-1.4625703942845332",".89904484901996939",".10000000000000001",".067421369641091008",".43225240028898404","GDSC2"
"Camptothecin","1003","HCC-44","1240145","LUAD","lung","lung_NSCLC_adenocarcinoma","-1.8490272619928705",".89466571194264766",".10000000000000001",".079849358859333461",".22210681877885446","GDSC2"
"Camptothecin","1003","HCC-827","1240146","LUAD","lung","lung_NSCLC_adenocarcinoma","-.32159595599541724",".9236926909826908",".10000000000000001",".071553960653435986","1.0526857703679884","GDSC2"
"Camptothecin","1003","NCI-H1944","1240185","LUAD","lung","lung_NSCLC_adenocarcinoma","-2.516247602001437",".82009163675969388",".10000000000000001",".086687388576854429","-.14071091862594945","GDSC2"
"Camptothecin","1003","NCI-H2023","1240187","LUAD","lung","lung_NSCLC_adenocarcinoma","-2.9868748185582419",".7849270684782983",".10000000000000001",".13582979094369493","-.39662623120480206","GDSC2"
"Camptothecin","1003","NCI-H3122","1240190","LUAD","lung","lung_NSCLC_adenocarcinoma","-2.981133343792985",".79192562118201393",".10000000000000001",".096285084829024314","-.39350416078999645","GDSC2"
"Camptothecin","1003","PC-3_[JPC-3]","1240202","LUAD","lung","lung_NSCLC_adenocarcinoma","-2.0519720794109682",".84504892931727849",".10000000000000001",".10074243162127004",".11175050159475924","GDSC2"
"Camptothecin","1003","H3255","1247873","LUAD","lung","lung_NSCLC_adenocarcinoma","-.55914652155853251",".90473544498936742",".10000000000000001",".075199136193536589",".92351171264106957","GDSC2"
"Camptothecin","1003","HCC-78","1290908","LUAD","lung","lung_NSCLC_adenocarcinoma","-4.1672971962379535",".67722414756128435",".10000000000000001",".15861591278885578","-1.0385104043495434","GDSC2"
"Camptothecin","1003","NCI-H1435","1298347","LUAD","lung","lung_NSCLC_adenocarcinoma","-.9297516003997971",".9727632013117502",".10000000000000001",".051263765378381711",".72198593755125418","GDSC2"
"Camptothecin","1003","NCI-H1568","1298348","LUAD","lung","lung_NSCLC_adenocarcinoma","-1.2341216191133773",".88781043471773935",".10000000000000001",".076779981015695109",".55647713198621218","GDSC2"
"Camptothecin","1003","NCI-H1781","1298350","LUAD","lung","lung_NSCLC_adenocarcinoma","-3.7606312062391329",".72386954776215828",".10000000000000001",".12614742485289324","-.81737560745626769","GDSC2"
"Camptothecin","1003","RERF-LC-KJ","1298537","LUAD","lung","lung_NSCLC_adenocarcinoma",".085474470943449635",".97239930832173327",".10000000000000001",".069960808817345482","1.2740404899565294","GDSC2"
"Camptothecin","1003","EMC-BAC-1","1503369","LUAD","lung","lung_NSCLC_adenocarcinoma","-2.9706188573287955",".80659079220453711",".10000000000000001",".087001239180624412","-.38778664595994539","GDSC2"
"Camptothecin","1003","EMC-BAC-2","1503370","LUAD","lung","lung_NSCLC_adenocarcinoma","-2.4973231833405523",".82988978077884157",".10000000000000001",".068943256917707099","-.13042029295324392","GDSC2"
"Vinblastine","1004","Calu-3","687777","LUAD","lung","lung_NSCLC_adenocarcinoma","2.164219287902855",".97760048387511089",".10000000000000001",".040616964422218425","2.5980306526451109","GDSC2"
"Vinblastine","1004","NCI-H1623","687798","LUAD","lung","lung_NSCLC_adenocarcinoma","-1.1907737507632195",".91908033687685897",".10000000000000001",".15962178760182277","1.0574515018520378","GDSC2"
"Vinblastine","1004","NCI-H1648","687799","LUAD","lung","lung_NSCLC_adenocarcinoma","-4.938882189968786",".59758920642091429",".10000000000000001",".16932603564499135","-.66364229768904071","GDSC2"
"Vinblastine","1004","NCI-H1650","687800","LUAD","lung","lung_NSCLC_adenocarcinoma","1.7399590332049306",".97073691605518364",".10000000000000001",".076108742710729357","2.4032145992688423","GDSC2"
"Vinblastine","1004","NCI-H1693","687802","LUAD","lung","lung_NSCLC_adenocarcinoma","-.97625757462628537",".87122571720962083",".10000000000000001",".043589189470402502","1.1559551782101298","GDSC2"
"Vinblastine","1004","NCI-H1838","687807","LUAD","lung","lung_NSCLC_adenocarcinoma","-.60528316890625533",".90854322379689201",".10000000000000001",".10169684195785712","1.326302904224298","GDSC2"
"Vinblastine","1004","NCI-H2085","687812","LUAD","lung","lung_NSCLC_adenocarcinoma","-1.9571818019622085",".8705200316573356",".10000000000000001",".07866307579567608",".7055246122670279","GDSC2"
"Vinblastine","1004","NCI-H2228","687816","LUAD","lung","lung_NSCLC_adenocarcinoma","-.66306558086053025",".90984376915156151",".10000000000000001",".090348179959143265","1.2997698002466258","GDSC2"
"Vinblastine","1004","NCI-H2342","687819","LUAD","lung","lung_NSCLC_adenocarcinoma","1.5915811552048595",".98475694723135232",".10000000000000001",".031150064483596862","2.3350809660089906","GDSC2"
"Vinblastine","1004","NCI-H2347","687820","LUAD","lung","lung_NSCLC_adenocarcinoma","1.6249393165196837",".95383375700286743",".10000000000000001",".037282820178241194","2.3503986990826911","GDSC2"
"Vinblastine","1004","NCI-H2405","687821","LUAD","lung","lung_NSCLC_adenocarcinoma","3.2343262110969628",".97056422586189206",".10000000000000001",".043782993748204872","3.089413017971161","GDSC2"
"Vinblastine","1004","VMRC-LCD","713869","LUAD","lung","lung_NSCLC_adenocarcinoma","-2.4403955801871611",".84001110004060631",".10000000000000001",".25887273658173049",".48363769222581954","GDSC2"
"Vinblastine","1004","NCI-H2122","722046","LUAD","lung","lung_NSCLC_adenocarcinoma","-7.1281656416099235",".32169314676486171",".10000000000000001",".087066780158803841","-1.6689392988761498","GDSC2"
"Vinblastine","1004","NCI-H650","722066","LUAD","lung","lung_NSCLC_adenocarcinoma","-2.3279243344214597",".87994024451161434",".10000000000000001",".11065610000553648",".53528336012838384","GDSC2"
"Vinblastine","1004","NCI-H2087","724834","LUAD","lung","lung_NSCLC_adenocarcinoma","-2.7637395466019452",".80150449087651665",".10000000000000001",".083859671005272612",".33516138617917318","GDSC2"
"Vinblastine","1004","Calu-6","724859","LUAD","lung","lung_NSCLC_adenocarcinoma","-3.5414701254388277",".72904227395874399",".10000000000000001",".15378012556080148","-.02196469452551561","GDSC2"
"Vinblastine","1004","NCI-H1355","724866","LUAD","lung","lung_NSCLC_adenocarcinoma","-3.5845838798482124",".71670544253567081",".10000000000000001",".08975164222813771","-.041762098093875696","GDSC2"
"Vinblastine","1004","NCI-H1792","724868","LUAD","lung","lung_NSCLC_adenocarcinoma","-5.8854465022304323",".48297855987814042",".10000000000000001",".1594903524840067","-1.0982951352802837","GDSC2"
"Vinblastine","1004","NCI-H2009","724873","LUAD","lung","lung_NSCLC_adenocarcinoma","-3.5945142494199844",".74339018287411363",".10000000000000001",".20509549575487945","-.046322024193759526","GDSC2"
"Vinblastine","1004","SW1573","724878","LUAD","lung","lung_NSCLC_adenocarcinoma","-.45794238989640679",".91523551408420045",".10000000000000001",".054338255006335691","1.3939603120305544","GDSC2"
"Vinblastine","1004","LXF-289","753592","LUAD","lung","lung_NSCLC_adenocarcinoma","-3.3170681114124076",".78946935587352451",".10000000000000001",".15166424047120408",".081078459430633673","GDSC2"
"Vinblastine","1004","NCI-H1563","753600","LUAD","lung","lung_NSCLC_adenocarcinoma","1.0588611577584142",".98373124557265024",".10000000000000001",".040617037702205906","2.0904612866779013","GDSC2"
"Vinblastine","1004","PC-14","753608","LUAD","lung","lung_NSCLC_adenocarcinoma","-4.8171484846839041",".6123045101972151",".10000000000000001",".15872270107177602","-.60774340128321014","GDSC2"
"Vinblastine","1004","NCI-H23","905942","LUAD","lung","lung_NSCLC_adenocarcinoma","-4.8491823321159115",".61811519413677063",".10000000000000001",".10498978582277051","-.62245302270557179","GDSC2"
"Vinblastine","1004","NCI-H522","905944","LUAD","lung","lung_NSCLC_adenocarcinoma","-4.3778130350265396",".67023559578931347",".10000000000000001",".13634811019239995","-.4060049695946783","GDSC2"
"Vinblastine","1004","A549","905949","LUAD","lung","lung_NSCLC_adenocarcinoma","-4.4474674317750162",".65101169364407663",".10000000000000001",".10876735992318841","-.43798956990682592","GDSC2"
"Vinblastine","1004","NCI-H322M","905967","LUAD","lung","lung_NSCLC_adenocarcinoma","-3.3603877936238313",".75327142876095732",".10000000000000001",".12551590764957013",".061186495881154809","GDSC2"
"Vinblastine","1004","HOP-62","905972","LUAD","lung","lung_NSCLC_adenocarcinoma","-2.9784881364927318",".78142091372554423",".10000000000000001",".08637767234301659",".23655098775655919","GDSC2"
"Vinblastine","1004","COR-L105","906805","LUAD","lung","lung_NSCLC_adenocarcinoma",".008048364045219799",".932044558790319",".10000000000000001",".053366877284363151","1.6079385920779687","GDSC2"
"Vinblastine","1004","NCI-H441","908460","LUAD","lung","lung_NSCLC_adenocarcinoma","1.5058641971573719",".9358555567527056",".10000000000000001",".10691172499381543","2.2957205986653175","GDSC2"
"Vinblastine","1004","NCI-H1793","908463","LUAD","lung","lung_NSCLC_adenocarcinoma","-1.49999487128916",".85067495908589774",".10000000000000001",".09605731491028488",".91546026497706012","GDSC2"
"Vinblastine","1004","NCI-H358","908465","LUAD","lung","lung_NSCLC_adenocarcinoma","-3.0803765268087644",".76015997332138818",".10000000000000001",".15734434990298493",".18976486092419001","GDSC2"
"Vinblastine","1004","NCI-H1573","908472","LUAD","lung","lung_NSCLC_adenocarcinoma","-1.6536618576061008",".90742232068175577",".10000000000000001",".17707678676414512",".8448979262309837","GDSC2"
"Vinblastine","1004","NCI-H1666","908473","LUAD","lung","lung_NSCLC_adenocarcinoma","-1.3187883873268926",".86447631236204459",".10000000000000001",".097763491462838872",".99866846480443783","GDSC2"
"Vinblastine","1004","NCI-H1755","908475","LUAD","lung","lung_NSCLC_adenocarcinoma","-3.7879974212722454",".71619940439769569",".10000000000000001",".13181014744002176","-.13516755595778956","GDSC2"
"Vinblastine","1004","NCI-H1993","908476","LUAD","lung","lung_NSCLC_adenocarcinoma","-4.3315140828367573",".66424922955994559",".10000000000000001",".080467236876361398","-.38474495515497525","GDSC2"
"Vinblastine","1004","SK-LU-1","909721","LUAD","lung","lung_NSCLC_adenocarcinoma","-.83622635657246303",".88492969229029039",".10000000000000001",".1078182728086764","1.2202561089445942","GDSC2"
"Vinblastine","1004","NCI-H1651","910900","LUAD","lung","lung_NSCLC_adenocarcinoma","-5.1424835487017768",".57811216355264006",".10000000000000001",".11245796067776409","-.75713399937730941","GDSC2"
"Vinblastine","1004","NCI-H1975","924244","LUAD","lung","lung_NSCLC_adenocarcinoma","-5.2869004475817354",".55465988216542694",".10000000000000001",".11106321754346329","-.82344879075616562","GDSC2"
"Vinblastine","1004","HCC-44","1240145","LUAD","lung","lung_NSCLC_adenocarcinoma","-5.2038261615452157",".56805144861639545",".10000000000000001",".14055732169896099","-.78530191189236698","GDSC2"
"Vinblastine","1004","HCC-827","1240146","LUAD","lung","lung_NSCLC_adenocarcinoma","-1.3823371202517745",".87712814069601353",".10000000000000001",".10970745846452964",".9694875240766696","GDSC2"
"Vinblastine","1004","NCI-H1944","1240185","LUAD","lung","lung_NSCLC_adenocarcinoma","-3.0050855983277138",".78140417625409686",".10000000000000001",".13676838578625014",".22433770007019208","GDSC2"
"Vinblastine","1004","NCI-H2023","1240187","LUAD","lung","lung_NSCLC_adenocarcinoma","-3.7009740744353179",".7204465742713938",".10000000000000001",".13015001119291839","-.095207307985856734","GDSC2"
"Vinblastine","1004","NCI-H3122","1240190","LUAD","lung","lung_NSCLC_adenocarcinoma","-5.7917850370575765",".49588234843148027",".10000000000000001",".1780898926756328","-1.0552867299527415","GDSC2"
"Vinblastine","1004","PC-3_[JPC-3]","1240202","LUAD","lung","lung_NSCLC_adenocarcinoma","-2.5662637053142001",".80920942462007106",".10000000000000001",".11618137653373686",".42584031169914416","GDSC2"
"Vinblastine","1004","HCC-78","1290908","LUAD","lung","lung_NSCLC_adenocarcinoma","-3.1501426387309235",".77575593189006853",".10000000000000001",".14817121978558465",".15772896212485663","GDSC2"
"Vinblastine","1004","NCI-H1435","1298347","LUAD","lung","lung_NSCLC_adenocarcinoma",".1889457784991716",".99129364049847424",".10000000000000001",".098370430798927946","1.691004870287278","GDSC2"
"Vinblastine","1004","NCI-H1568","1298348","LUAD","lung","lung_NSCLC_adenocarcinoma","1.1194545057447345",".96413367482162871",".10000000000000001",".10274130325946243","2.1182851442861392","GDSC2"
"Vinblastine","1004","NCI-H1781","1298350","LUAD","lung","lung_NSCLC_adenocarcinoma","-1.6706262477024136",".89046691861615968",".10000000000000001",".10622543809572936",".83710804846161257","GDSC2"
"Vinblastine","1004","RERF-LC-KJ","1298537","LUAD","lung","lung_NSCLC_adenocarcinoma","-2.5710242001633379",".85036587722395518",".10000000000000001",".20517037630371629",".42365434021499604","GDSC2"
"Vinblastine","1004","EMC-BAC-2","1503370","LUAD","lung","lung_NSCLC_adenocarcinoma","-5.5748024840438095",".520927124715312",".10000000000000001",".19708595103425247","-.95565051807202495","GDSC2"
"Cisplatin","1005","Calu-3","687777","LUAD","lung","lung_NSCLC_adenocarcinoma","4.6389744561916757",".95180579635734164","8",".071940339395217254",".75643089453010848","GDSC2"
"Cisplatin","1005","NCI-H1623","687798","LUAD","lung","lung_NSCLC_adenocarcinoma","2.1758010699515782",".88635597276707156","8",".077410659430874343","-.57118094767156025","GDSC2"
"Cisplatin","1005","NCI-H1648","687799","LUAD","lung","lung_NSCLC_adenocarcinoma","3.9686788132562483",".96057073927662673","8",".08039144763725313",".39515205061744829","GDSC2"
"Cisplatin","1005","NCI-H1650","687800","LUAD","lung","lung_NSCLC_adenocarcinoma","7.0619114048837215",".98513686238405906","8",".048302233023154374","2.0623559276442767","GDSC2"
"Cisplatin","1005","NCI-H1693","687802","LUAD","lung","lung_NSCLC_adenocarcinoma","6.4196410722213084",".96820497296470753","8",".050977972819602944","1.71618228664087","GDSC2"
"Cisplatin","1005","NCI-H1838","687807","LUAD","lung","lung_NSCLC_adenocarcinoma","5.8922363437575003",".97221122668128934","8",".070071512829587609","1.4319194056544413","GDSC2"
"Cisplatin","1005","NCI-H2085","687812","LUAD","lung","lung_NSCLC_adenocarcinoma","4.389612146390669",".96423440830137086","8",".077594492380803626",".62202851857884922","GDSC2"
"Cisplatin","1005","NCI-H2228","687816","LUAD","lung","lung_NSCLC_adenocarcinoma","2.6485544712374667",".87919226650489568","8",".061604489049644662","-.31637427531370754","GDSC2"
"Cisplatin","1005","NCI-H2342","687819","LUAD","lung","lung_NSCLC_adenocarcinoma","4.8304744373417146",".97508166932118112","8",".050687399934676136",".85964638239483737","GDSC2"
"Cisplatin","1005","NCI-H2347","687820","LUAD","lung","lung_NSCLC_adenocarcinoma","6.2488939228734068",".96494007230432266","8",".069283267221832215","1.6241522497937786","GDSC2"
"Cisplatin","1005","NCI-H2405","687821","LUAD","lung","lung_NSCLC_adenocarcinoma","6.6257886765905658",".96279089335263279","8",".042019825831040629","1.8272926138029764","GDSC2"
"Cisplatin","1005","VMRC-LCD","713869","LUAD","lung","lung_NSCLC_adenocarcinoma","5.8899165847359587",".98661328050816033","8",".041336491532721703","1.4306690919066327","GDSC2"
"Cisplatin","1005","NCI-H2122","722046","LUAD","lung","lung_NSCLC_adenocarcinoma","2.8471945665771266",".95140307392963774","8",".11521350711320284","-.20931037783000228","GDSC2"
"Cisplatin","1005","NCI-H650","722066","LUAD","lung","lung_NSCLC_adenocarcinoma","2.363654169328036",".92248702554920892","8",".095018692501915789","-.46993107191386468","GDSC2"
"Cisplatin","1005","NCI-H2087","724834","LUAD","lung","lung_NSCLC_adenocarcinoma","2.7255898837634125",".89810567562896848","8",".091588011406454242","-.27485339557797328","GDSC2"
"Cisplatin","1005","Calu-6","724859","LUAD","lung","lung_NSCLC_adenocarcinoma","2.9687174015910762",".90335027668589385","8",".091346979149019347","-.14381147476304904","GDSC2"
"Cisplatin","1005","NCI-H1355","724866","LUAD","lung","lung_NSCLC_adenocarcinoma","6.0579073545169981",".97547550945706374","8",".074787327046152291","1.5212134833765001","GDSC2"
"Cisplatin","1005","NCI-H1792","724868","LUAD","lung","lung_NSCLC_adenocarcinoma","2.3113817474658549",".92441409393150586","8",".069620735016493684","-.49810508786924351","GDSC2"
"Cisplatin","1005","NCI-H2009","724873","LUAD","lung","lung_NSCLC_adenocarcinoma","3.5260273422122794",".94628147897051007","8",".055167703849382889",".15656984677876198","GDSC2"
"Cisplatin","1005","SW1573","724878","LUAD","lung","lung_NSCLC_adenocarcinoma","5.613180166496881",".96862495016546035","8",".047012827747698382","1.2815125006268415","GDSC2"
"Cisplatin","1005","LXF-289","753592","LUAD","lung","lung_NSCLC_adenocarcinoma","4.7299425484509863",".98508335586589235","8",".061242716057722975",".80546127023187908","GDSC2"
"Cisplatin","1005","NCI-H1563","753600","LUAD","lung","lung_NSCLC_adenocarcinoma","5.4073587491842465",".98712403410098426","8",".058227627125561877","1.1705779831749101","GDSC2"
"Cisplatin","1005","PC-14","753608","LUAD","lung","lung_NSCLC_adenocarcinoma","3.5882624109143575",".9511125579320262","8",".078957230055292552",".19011357320527816","GDSC2"
"Cisplatin","1005","NCI-H23","905942","LUAD","lung","lung_NSCLC_adenocarcinoma","1.8882812236126063",".89873796629211511","8",".05694866266353231","-.72614963765496843","GDSC2"
"Cisplatin","1005","NCI-H522","905944","LUAD","lung","lung_NSCLC_adenocarcinoma","3.0064578596185187",".94278084895932557","8",".082429844194983157","-.12346995950990242","GDSC2"
"Cisplatin","1005","A549","905949","LUAD","lung","lung_NSCLC_adenocarcinoma","3.0082775065839957",".92395038408881336","8",".084758217403499814","-.12248919832049986","GDSC2"
"Cisplatin","1005","NCI-H322M","905967","LUAD","lung","lung_NSCLC_adenocarcinoma","3.943638035231511",".94717633444512739","8",".070748974715668794",".38165546380415444","GDSC2"
"Cisplatin","1005","HOP-62","905972","LUAD","lung","lung_NSCLC_adenocarcinoma","4.202342304458365",".94998723889276282","8",".074254086502896291",".52109300944034354","GDSC2"
"Cisplatin","1005","COR-L105","906805","LUAD","lung","lung_NSCLC_adenocarcinoma","4.2788606226177324",".9405772566291184","8",".072478467960703993",".56233518341852118","GDSC2"
"Cisplatin","1005","NCI-H441","908460","LUAD","lung","lung_NSCLC_adenocarcinoma","5.4936071981245993",".93632123779961796","8",".054729079797861936","1.2170645451134194","GDSC2"
"Cisplatin","1005","NCI-H1793","908463","LUAD","lung","lung_NSCLC_adenocarcinoma","6.6741301982489238",".97463034440735197","8",".075114240944229541","1.8533479361697263","GDSC2"
"Cisplatin","1005","NCI-H358","908465","LUAD","lung","lung_NSCLC_adenocarcinoma","4.2480169853233107",".94039885631622011","8",".080804040002270067",".54571094642513895","GDSC2"
